given input file:
2 6.921970 -685.721634
0 808.340066 351.308117
0 412.133464 -210.957416
0 477.918765 94.794189
2 853.151590 -533.762228
1 -11.186240 866.840045
2 599.291393 878.258330
2 314.401818 188.994542
1 -350.917166 871.703484
0 275.541938 178.313369
0 589.820304 550.842930
1 -58.871580 208.757544
0 730.171005 590.980820
1 -175.034807 328.828820
2 291.202966 193.798015
1 158.043011 -703.316124
0 36.301340 401.820698
1 -774.704119 30.098162
2 -903.000636 20.698053
0 275.312733 -230.683184
1 -173.844337 -712.036003
1 -965.086794 -186.466852
0 625.894027 147.442364
2 -45.277155 -106.514956
2 -851.479140 -882.553513
0 -554.795264 194.559521
2 847.025434 260.486314
1 -122.876404 -74.295501
0 897.821649 905.324504
0 -332.861536 534.027341
2 -44.897538 -561.727885
0 768.635610 -67.662807
1 -83.922027 -632.469309
0 809.563016 532.895194
1 927.009504 523.224889
1 121.569024 -195.242450
1 -617.944663 244.333221
1 307.759836 -279.789769
2 213.084339 -578.616878
0 -252.888321 -780.444623
1 185.383794 293.040367
1 -882.279013 192.681018
2 -514.748323 127.234876
2 -981.853129 -312.317241
1 541.371761 202.853488
1 -653.870690 866.545078
2 590.462532 -24.558597
1 -689.327238 931.363163
0 -267.944115 764.408517
0 -48.388738 495.275519
2 -755.348372 893.280985
0 437.332646 246.388913
0 -435.432479 -631.867551
0 252.250280 -594.046041
2 -544.896232 -746.661515
2 -678.351154 -972.267486
2 297.090249 -76.304433
2 228.453410 -798.286044
2 -7.138074 -212.507818
1 -511.862556 -413.645254
0 -618.581572 132.328989
1 627.807340 -136.312974
0 995.939790 -287.233951
1 -598.106252 47.096750
2 -344.767767 399.574323
0 -317.035252 293.423655
0 606.660316 533.402297
0 808.374272 363.843471
0 -404.133547 504.957407
2 182.221199 -621.872774
1 -685.449813 -797.091692
2 178.237212 -727.658980
2 891.003262 779.106377
0 -61.899988 850.439253
1 -662.325666 174.022410
0 631.097990 -47.290666
0 164.500286 53.045105
0 -471.656243 -549.528877
2 -966.698837 76.350552
2 -588.571612 -304.908095
0 -385.663302 -198.029297
2 -113.322283 290.267929
1 -334.215907 406.372495
0 -483.776655 518.416850
2 690.245756 -967.645048
0 -357.044911 201.525289
2 696.000195 53.660374
0 -853.528683 -487.544227
1 222.821870 779.625445
1 917.913775 642.661568
1 -280.115522 -312.081110
2 -989.847594 -952.273602
1 416.524901 -414.228881
0 -65.058250 14.819103
0 -32.703299 -618.032903
1 -831.178009 -913.210575
2 222.482364 422.709743
1 734.938138 923.130347
0 514.563582 -48.105293
1 157.225148 -986.039770
1 845.144038 487.454142
0 892.870436 575.284752
0 -521.358444 -450.206923
2 493.460659 -809.914504
2 875.427755 -653.398740
2 962.217180 -806.637221
0 384.926922 -316.920613
0 308.057269 -131.203809
0 -740.048025 200.984311
0 -726.087795 -244.005700
0 761.366349 -771.081937
2 336.651100 -578.273696
1 886.444176 -375.313049
0 -923.470329 -755.827501
2 -576.869068 -201.400205
1 -383.506289 -679.676208
0 299.573099 -989.130219
1 -831.630711 -76.101866
2 369.353600 571.864623
0 -874.652102 734.394695
2 -645.734039 54.149913
0 -224.007735 -780.950831
2 400.679217 276.818862
0 644.851716 -186.769890
2 -556.548490 843.102016
2 -236.224697 -251.598323
1 -225.354916 615.918518
0 698.543218 868.362280
0 270.407841 428.863311
1 4.802535 249.316318
0 -941.047553 343.681531
1 -721.998384 199.413091
1 554.820479 -608.204250
0 -631.949412 470.622586
0 -788.847396 -374.020908
1 -40.445719 -795.533469
1 -424.527202 -600.552318
1 -556.164923 894.001930
0 872.698389 556.925467
1 122.014706 -410.797398
0 -534.303765 746.827637
0 665.109327 258.718632
2 -943.094924 546.601892
1 527.527662 235.164370
0 -846.493247 -431.421438
2 -642.026715 -654.555735
0 -242.579033 -113.914729
2 -348.577104 -798.628638
0 -791.651638 215.200670
0 -202.449035 499.437818
0 -455.621400 -211.522500
0 803.097232 -863.530370
0 349.699123 762.463376
0 -415.136507 -56.722400
1 153.442056 -507.857589
2 498.886321 -747.840173
0 -615.028408 -28.268477
1 -413.657047 -733.223984
0 801.543623 -994.344412
0 300.981440 617.233547
1 -910.541060 -649.173789
1 -774.071431 550.115113
1 988.391945 -585.486661
1 -68.330456 335.816642
2 423.811955 784.647605
1 675.971782 -613.014678
0 -352.296696 347.296324
1 -85.520680 65.028293
0 -79.865092 434.183158
0 -462.631545 -988.313616
2 -111.805333 386.740575
1 -561.690221 306.173366
2 -147.176882 28.703388
0 -811.360241 -899.067467
0 973.287364 758.025172
0 -639.727314 -431.440135
1 707.569010 -122.019121
2 -227.402697 572.373484
0 -793.219540 -146.890957
2 -781.533156 935.388223
0 605.207419 -681.351157
1 -88.619216 -208.631597
2 940.084172 490.016533
2 -958.983296 -822.943394
0 799.041877 795.766224
0 -632.398259 -161.712204
2 245.582620 556.781151
1 -182.043896 -77.022192
2 671.065147 203.653787
2 606.453369 -595.535327
2 925.102212 -857.355986
0 -283.529385 -230.981977
2 -793.512853 833.701811
1 -616.456247 751.208715
1 -820.690024 857.355379
2 17.597774 936.789407
2 -425.621076 -623.503879
0 497.356732 -476.228156
2 -298.989481 443.644872
2 105.475192 -429.701643
1 248.119207 915.418688
0 -982.862771 -134.253565
0 850.839040 -272.545033
1 602.047754 -470.752330
2 459.403133 -627.942922
1 396.192539 -986.091638
0 772.688660 -976.638611
2 -703.539496 278.397035
2 740.105376 351.388786
2 -689.596268 95.445682
1 -774.177581 -554.044054
2 91.568855 721.568424
1 819.023822 713.651516
2 -651.728509 912.221756
2 -279.671430 -505.664252
2 -265.763068 255.759718
2 -242.401680 34.781459
0 -964.004645 388.182126
1 387.384141 238.939523
2 -517.170178 790.707440
2 -71.214231 447.950548
0 -349.645808 -646.687138
2 -635.994292 275.812408
0 -723.772537 -950.849010
1 -229.436788 -575.462672
2 -973.677072 -740.673201
2 61.104388 490.308809
0 -550.713488 -506.020523
1 688.226036 794.110650
2 478.933475 -165.652804
2 -73.115978 -815.012525
1 280.196885 761.450175
0 -443.990708 -570.518273
0 -394.839718 -83.462897
0 29.697611 751.863969
0 289.024410 307.519405
0 -220.666782 597.411772
1 273.312695 -355.097540
0 67.423344 728.388504
0 901.770541 -800.741313
2 -913.241984 152.958693
2 848.208191 35.444467
2 -722.310082 568.284433
2 194.227021 -534.869893
0 -53.909011 638.203244
1 -746.389607 581.839594
0 851.022165 551.798871
2 -504.075375 -417.137465
2 -775.686872 -936.787288
2 -576.428185 231.788925
1 576.530508 879.298612
1 -388.025026 453.692321
1 -819.740594 -691.717085
1 -354.610488 718.882801
0 -716.407243 734.642969
1 865.432351 -219.899253
1 417.231220 114.582937
2 -999.906245 -771.601657
1 -936.693532 -384.473555
0 295.095393 -929.922109
2 174.394005 426.399877
2 -371.913674 -130.520121
0 -63.630759 -839.231928
1 -344.747958 729.746183
0 -610.104990 -507.048686
0 169.995757 -797.752567
2 -715.421307 -834.846053
0 -487.022963 979.082625
1 128.503481 -711.064073
0 198.581372 -176.897643
1 -375.018751 780.840603
2 494.461128 -684.890646
0 655.229200 461.353080
0 384.975384 -212.143788
2 877.926698 -240.251143
2 -919.825870 15.234258
2 -754.671923 136.152010
2 -775.589298 -325.699019
2 -486.653371 -787.456292
2 336.448986 814.092903
2 117.289587 -289.262510
2 432.398942 -218.223918
2 -106.247979 480.901000
0 681.608233 116.395157
0 -558.642911 407.141357
1 456.591348 -912.217434
1 -407.256643 938.419533
1 267.044339 -926.364807
1 479.588047 -278.172111
2 293.680950 -501.475933
1 -995.581561 473.801618
1 -213.805479 74.060416
0 -732.904480 -831.219657
2 383.490679 -81.270529
1 -209.367965 53.653980
2 -121.585399 66.505188
1 -183.165867 159.530526
1 -109.530674 497.883941
0 612.297215 -939.351942
2 -889.178717 136.758805
0 584.622901 549.318537
2 -341.316684 79.167855
1 -172.536340 -958.583884
0 746.193130 897.416399
2 -200.152890 435.024913
2 866.352297 413.990518
2 25.882822 -150.452530
2 -476.233237 -122.152220
0 -415.585180 -826.807572
0 721.173625 -51.874877
0 270.492161 16.738766
2 -650.339983 89.770850
2 -608.923867 948.997457
1 -711.507469 75.319582
0 723.517444 585.132386
2 137.507962 -114.422775
1 987.055432 64.436663
2 -135.096789 -939.869764
1 38.095639 946.293134
2 986.220761 444.753247
2 2.959527 54.034642
1 -907.269623 -752.061062
1 -958.272167 -899.473450
0 117.047415 -219.422179
2 -297.820200 206.822223
2 587.757025 -567.086267
0 -347.806313 525.357540
0 -287.676077 643.684170
1 -341.382943 -714.222439
1 -896.629697 512.285775
2 157.404947 -540.032387
1 405.343884 -321.858389
1 505.870434 245.975627
1 -713.551745 -795.114226
0 493.270478 452.288454
2 926.184211 -576.791424
0 451.541750 -468.363341
2 95.225920 -372.879826
2 381.003482 587.506899
2 -106.710744 585.989263
2 353.256869 570.692386
1 -968.601520 -441.644964
0 277.374107 638.748064
0 482.259881 -239.131078
1 -65.451665 0.037197
0 357.756911 941.385270
2 889.393570 -529.509633
2 -483.486257 651.789153
1 -895.979359 545.411860
2 690.009904 -902.348375
2 260.702289 -246.738306
1 819.057326 -433.723291
1 457.805388 784.635608
2 -781.325690 -491.135060
0 218.711506 519.542529
0 160.096776 -976.509406
2 630.587144 -546.377131
1 282.376296 -664.703104
1 -172.211845 312.196841
2 -74.560220 670.100269
1 678.701474 -78.707047
1 -755.021818 525.742505
2 -970.386210 -838.409463
2 -461.521270 -925.187324
1 -941.978740 470.294696
0 -918.488147 800.325051
1 -464.865276 488.112316
1 -129.568381 65.293151
2 -817.371541 158.987728
0 852.728729 356.702947
0 -225.978319 244.428070
0 -700.235815 -607.144519
1 -538.645278 360.340219
1 -463.832602 785.630343
0 -993.537907 -570.405223
0 806.787145 -707.729283
0 294.899461 315.043434
1 -639.807390 968.403294
0 519.180338 904.139448
2 -124.116716 -332.336243
1 -879.688647 -643.372154
1 -486.833165 724.293410
1 873.507054 336.937155
0 659.137396 -20.805309
2 -911.267828 159.930958
0 -618.997110 398.688484
2 696.046324 718.957864
1 664.449618 -425.638034
2 568.589065 -699.802312
0 -763.747179 -791.338130
2 -407.119333 969.854780
1 -682.825923 -494.930629
0 654.111232 340.048146
1 -366.694077 -363.618356
0 793.236881 -531.117460
1 191.925364 -692.154471
0 -89.116772 953.595664
2 485.245194 -105.754742
2 785.442883 -804.912538
0 994.104753 15.110004
0 963.959533 -288.984171
0 -530.971098 -472.766991
2 809.077050 -143.382978
2 -554.541307 59.508089
2 -85.658768 -78.463451
2 222.186762 -127.702817
0 175.782426 204.060707
1 -929.972316 231.870555
1 -734.884854 -75.869981
0 280.225150 -815.021451
1 991.240980 682.079901
2 -481.526012 772.061920
2 375.091009 -820.781985
0 -565.400903 -759.514658
1 356.135647 -64.941406
2 -771.567170 422.868726
2 432.493537 102.604221
0 -335.635909 693.222944
1 588.494111 769.086862
1 773.472660 630.393660
2 455.552560 485.805212
0 227.614479 305.176296
1 406.832494 593.576282
0 647.317836 691.053318
2 -417.623571 -766.010956
1 -994.754845 691.266005
1 107.849376 -629.270274
2 -198.927680 -774.024126
2 -429.840819 -848.750295
1 -799.447159 -658.361317
0 686.358053 812.252811
1 -8.465652 274.107917
0 -414.889370 254.437011
2 -723.836053 -390.142886
2 -489.847009 -600.123686
2 -798.581004 546.031163
2 -427.851278 -79.381160
0 -201.875404 727.700055
2 -50.625698 199.145360
1 291.012984 -740.915226
0 103.265795 92.496850
2 -622.626289 381.461484
1 631.810723 -101.959403
0 -758.332164 821.452202
0 -358.455850 -607.818357
0 -812.424688 545.287514
0 108.194152 -296.361462
0 -164.105794 -30.161061
1 -964.960435 -962.888340
2 -705.875660 674.543562
0 386.621190 512.528306
1 -231.917327 36.871101
2 666.123270 552.748245
1 487.575472 -346.263981
2 879.757115 -969.112261
1 425.044628 918.192452
1 -871.316834 -993.083841
1 98.522105 -332.211410
0 135.633765 -873.214384
0 -189.822673 -464.843057
0 -677.294369 -765.458746
1 359.576733 37.191361
1 -87.675022 -782.784822
2 566.060996 29.049717
2 596.948735 -917.447908
0 515.141187 777.598619
0 522.057346 660.220458
1 -810.154065 -348.963552
1 -683.368450 -522.253355
1 -148.211507 -660.503592
1 86.329748 -504.629491
0 -876.478892 -962.134199
2 -659.263713 -651.556235
1 369.786004 -674.855001
1 452.338097 789.421705
1 229.936716 133.455525
0 -109.842827 902.533972
0 541.193621 -199.704416
0 -981.059734 -203.420698
1 -641.563326 928.496784
0 -146.192817 870.591593
2 -108.327016 -864.607967
0 240.116750 759.769207
0 565.261749 -703.528644
2 354.683454 -600.765498
0 -511.861022 -901.053618
1 -609.327052 313.799450
2 190.968533 -949.290139
0 987.547834 -22.533791
2 916.044618 -779.145893
0 786.636211 -683.969501
1 922.028244 497.536639
0 681.797449 -197.436114
0 978.268806 -551.672580
1 -622.496693 463.876960
2 -523.550311 931.764595
1 790.249139 629.588946
1 840.959000 -782.429532
1 -181.574790 -653.254389
2 39.279317 -505.138978
2 355.309816 1.413106
2 -147.153547 -638.227627
1 655.410339 -386.195375
2 -896.262241 -894.046375
1 567.614718 163.364376
1 499.379312 575.458579
2 128.968257 -524.308242
1 346.538725 766.597887
2 693.284337 -751.527452
1 -811.854642 -282.104956
0 189.558464 103.362158
2 551.330837 275.465481
2 -834.864539 369.597046
0 -728.910914 145.526061
1 434.453462 -100.276119
2 9.912040 31.425008
2 485.603798 639.575824
2 252.201684 -962.024223
2 500.674234 -722.665269
1 -781.430723 335.118894
0 321.931434 432.182374
1 -402.603086 -115.444332
0 966.993961 189.775416
1 112.520022 150.405502
2 -987.756098 214.773347
0 43.668911 -153.244090
2 -316.755266 978.117786
2 -278.779488 -761.552082
1 -1.444757 845.316775
2 -666.325863 145.469969
2 765.856511 -366.231480
2 -349.587821 311.625535
0 840.187595 540.813387
0 -9.406903 935.136700
1 -794.633557 -399.450902
2 52.122354 -299.585041
0 30.240139 810.192859
0 268.688057 -594.425445
0 114.004831 -746.842064
1 -740.525201 601.415550
1 -106.756680 168.242441
2 -795.131146 -942.999235
2 745.682242 543.156004
0 680.818941 -3.694797
0 -718.631960 561.974423
2 -18.217002 -860.112456
1 -208.024143 761.469579
1 197.550412 -933.703653
2 450.708348 92.343627
2 52.123898 116.946150
2 -779.633662 475.222810
0 -722.632897 599.355981
2 820.523107 -626.098671
2 -183.171691 -11.365727
2 -621.197269 -406.039688
2 -481.309724 -595.347204
0 -719.840146 267.467633
0 -653.543799 160.522609
2 438.799828 -677.734360
0 -444.254023 -401.986496
2 -969.031214 133.236168
2 630.324768 -438.297851
2 -995.773904 -804.963014
0 -7.139630 574.054065
0 586.820682 -366.109916
0 991.473478 975.094143
2 258.941111 -701.918800
0 -580.536281 413.044114
1 -258.270641 725.557441
1 339.742863 488.779114
2 -527.020970 -695.875315
0 34.681179 339.836595
0 229.718166 -347.084392
1 -196.227770 786.517728
2 437.662314 736.948158
2 412.756458 -933.818683
2 710.837657 -85.895246
1 123.881772 -957.811956
2 -150.560788 516.727536
0 -661.781675 -569.933146
2 -357.656990 899.152150
0 982.179605 399.206232
2 -364.904788 -470.414919
1 -578.387060 664.190028
0 -841.438903 791.655343
2 -775.257586 505.941340
2 138.847167 211.700814
1 181.035211 -823.598601
1 -302.237254 560.565703
0 127.829600 686.459366
2 26.981749 152.095890
2 -573.812020 90.711445
1 -44.226938 -935.991822
1 -380.036912 -732.976923
1 -588.381570 273.810207
1 917.559771 718.259650
2 129.260584 575.465550
0 305.661984 143.509108
1 -133.772313 835.434437
2 -447.312948 376.798977
0 704.782943 256.381841
2 -204.505613 778.307716
2 -140.497434 -717.586806
0 126.525643 421.613886
0 -599.664151 -17.572484
1 -881.404501 -298.197756
0 694.061049 -354.080615
2 -162.429844 728.883693
2 -326.995407 992.883211
2 -950.196431 -45.354526
0 306.185410 44.237337
1 84.493125 -839.189053
1 366.906320 703.572540
0 -211.479795 -797.892807
0 770.947723 320.604935
1 -527.250035 -149.278893
1 118.669351 -701.602951
1 -152.446957 -124.666423
2 -159.563746 -242.067913
1 795.081728 506.758285
2 -160.680935 -191.728466
2 0.130012 814.567726
1 -296.297448 616.358305
0 -94.190255 -722.348552
0 -773.585320 -934.529765
0 77.135787 -746.375130
1 375.532837 -439.624997
2 -749.133587 -438.813815
2 8.798500 399.567525
1 -484.443215 -89.046544
2 323.828319 -527.857044
1 138.396044 339.517868
1 -245.245652 291.385904
1 32.405797 -389.839741
2 97.876031 -282.545181
2 351.500901 -404.302898
0 911.875904 -53.310649
2 -526.937911 -583.649050
0 872.629614 -266.434408
2 -216.416930 891.216489
0 255.726027 -156.050888
0 -404.756106 -363.999201
2 886.629797 428.182499
1 -503.209945 -75.933249
0 214.244875 325.760748
0 809.941977 953.869424
1 -243.368673 659.113887
1 172.982277 -260.108814
1 906.547870 -928.465102
1 797.764357 -588.022888
2 -358.286532 267.976109
0 277.714267 447.803424
2 -294.103235 -233.973217
1 629.963517 -160.995510
2 -44.275736 944.387995
0 -90.406313 -852.352472
0 -431.292427 702.407964
2 308.598759 169.044302
0 380.133658 108.742730
2 792.110770 -78.929228
1 60.086878 516.981884
1 -492.109699 368.619021
1 273.917084 815.500053
2 -887.078426 -850.989121
0 -942.690432 -20.688237
1 -795.042904 23.857520
2 907.365060 -121.654746
1 76.409363 489.464316
2 -814.847908 273.565655
2 106.222865 -35.785138
0 -376.795252 -547.371574
0 991.823768 -417.244544
1 807.323820 990.596754
0 956.334700 -895.665184
1 -64.353538 848.036396
2 959.503982 -452.537762
0 -162.150764 -843.518233
2 -672.686448 -665.791130
0 600.879207 820.534733
2 -434.905932 -313.005748
0 17.722494 345.564541
1 600.477950 64.221707
1 591.074704 290.769174
1 695.409520 -208.766274
0 543.445916 -595.380149
1 -909.091847 -924.684455
2 -752.610080 950.968336
0 -418.401209 733.986186
2 -597.866477 -406.586602
0 89.127775 637.992703
2 -565.307685 788.794872
0 498.914023 -437.198212
1 -210.316804 328.632472
0 580.916922 901.786976
0 985.536775 -568.723823
1 -939.147681 896.411842
0 -988.179346 321.051486
1 745.806840 583.540368
2 -660.779763 -826.657201
1 977.212940 -635.975562
1 766.007812 119.800145
0 -671.190401 -106.701655
0 657.442071 -732.725505
0 559.229046 232.325349
2 990.505224 892.785722
0 886.917065 -903.307991
0 207.968551 -608.493550
0 -208.491082 -66.289188
1 -35.148283 -942.486037
2 328.876155 583.450639
1 -551.323700 -801.484911
2 341.974646 248.271855
0 609.249141 796.942643
2 -158.425511 135.296626
2 -265.639790 -945.432469
1 -168.947780 -40.624789
1 222.558670 925.035209
0 -843.730519 -97.484138
0 -786.216555 625.803355
1 797.234085 -311.688916
1 995.749175 728.031754
0 244.021029 -466.239765
1 40.963671 668.298316
2 -823.739705 -539.721534
0 -769.172173 -188.512338
2 190.203038 153.202082
2 115.238247 381.833566
2 -982.245892 -181.566400
0 643.557463 46.542553
0 -668.131454 -760.496778
0 -940.099699 -238.659954
2 -406.339464 731.853170
2 -738.041149 -955.659062
1 -277.762683 966.077848
2 533.724979 -270.610754
2 -313.072939 -772.939146
1 -931.239374 -444.215319
1 -112.805774 -892.932822
2 933.736779 814.619157
1 -826.760000 735.954581
0 -65.419954 454.524089
0 -333.566785 168.842771
0 -289.225845 -872.817519
0 -323.147998 -873.514139
0 406.241248 -697.950463
0 633.302102 -291.558959
2 -810.913218 -694.964418
0 -703.846040 16.868369
0 -889.226884 746.455265
1 846.727698 -880.400377
1 301.251786 -175.387472
0 -529.905444 589.525733
0 -402.722963 -51.900527
1 -276.237101 -431.367935
0 25.812436 -88.598026
2 734.253478 -212.103138
0 -960.710941 351.318810
2 56.157428 983.501385
1 -197.387307 502.878185
1 -77.787684 -44.008237
2 746.824844 -417.654658
1 336.350576 143.278966
0 -715.549952 -629.354194
2 -146.917887 -691.213200
1 764.484087 -76.220203
2 -447.619052 -54.985958
2 903.699758 -400.449612
2 887.201142 -556.826484
0 390.079327 -417.049396
0 -653.928911 -166.499190
2 -71.583569 -69.221288
0 -928.304603 -670.691599
1 -557.658797 -802.067354
2 -248.871996 -336.166072
2 674.907802 853.498110
0 -380.078157 -931.025274
2 219.472231 -981.295180
2 662.645748 -992.276026
1 -754.403649 52.900556
2 79.097162 -99.310169
2 -990.124126 670.691422
0 -660.815725 -812.482145
2 -462.883079 -959.305136
0 200.950848 -821.678080
0 54.448957 169.031091
0 123.423683 924.224348
0 142.128503 231.798552
2 149.852478 -556.927487
2 -797.246966 541.547617
0 103.442865 -969.897955
0 -225.865714 -135.272436
2 -38.347858 -372.230487
0 2.347006 -537.493140
1 180.668926 -260.414591
0 -650.299983 767.791964
0 -726.075636 -529.093682
2 505.722916 793.942517
0 948.795428 -663.549055
1 490.343044 -458.394879
0 520.445090 -7.644351
0 -614.827348 -477.796662
0 12.942166 -938.073100
2 475.449025 940.834739
2 -784.965565 -643.140503
0 982.826399 973.835104
2 -546.267284 -354.740333
0 -752.324768 -559.892085
2 -415.873822 377.084666
2 125.731298 463.913893
1 -881.913054 753.496155
1 -359.709716 146.521280
1 -297.782816 313.680692
1 -356.948077 -557.507754
1 -0.088580 -426.349195
2 -26.253476 885.478291
1 619.006191 547.005793
1 -940.885895 482.457659
2 436.198771 -76.367560
1 -99.887336 -686.397352
1 -346.391182 193.915900
1 800.130098 594.674242
2 113.810790 -619.394765
2 556.303036 -820.521606
1 -870.046160 453.800578
1 -984.567869 -56.842803
1 562.437923 -584.659787
0 44.895582 -658.744054
2 968.528022 -485.153089
2 -717.869330 272.564053
0 476.046570 156.012493
2 70.720812 157.547880
1 451.326047 799.373551
0 630.804441 143.416406
0 84.605018 130.511184
2 -972.237785 -882.482619
1 -556.897571 -921.729898
1 -215.641625 658.029015
1 299.205286 296.902032
2 -428.230662 -628.026181
1 727.781831 -652.841729
1 -114.670289 -24.048460
0 -315.296739 404.874907
2 828.119667 -52.390937
2 -41.369150 -953.353746
2 76.148232 275.637287
1 154.418334 -479.939551
0 -187.552652 326.921535
1 -890.650621 178.678203
2 -518.676800 -1.037107
2 -171.518529 101.378251
0 804.433010 -320.159820
2 209.307917 329.022921
0 -843.083021 429.531708
1 -796.436766 160.844935
1 479.200521 976.763180
1 999.260970 -179.556360
0 326.182506 -892.773472
1 -495.139292 -821.632208
2 503.823600 548.714341
1 -394.798148 490.830228
1 285.042032 160.727946
0 -385.935046 715.955375
1 -956.403339 -44.113937
2 204.441596 -976.063582
1 181.204776 -949.382377
1 -998.351585 153.447060
0 -891.125057 410.694831
2 -712.757265 -519.610051
0 835.957076 659.434449
0 326.787304 319.802146
2 -512.484751 808.651315
1 -796.529378 -898.066508
1 159.356686 604.523588
1 183.293104 264.030661
0 233.910727 127.100969
2 -612.642214 -530.628203
2 798.052617 810.903596
1 -721.557434 -521.382102
1 937.877015 651.192911
2 257.679160 -672.408478
2 66.330474 609.191986
1 168.263967 -824.165520
1 -227.212446 356.541929
0 -963.181785 -419.153961
1 163.919184 9.591745
1 633.290981 -380.457774
1 444.194576 -768.858879
2 922.812475 951.614961
0 574.005385 959.331535
2 901.596907 803.005184
2 510.788891 -26.533864
2 686.623372 -368.557663
0 43.165301 -507.110839
1 624.011339 513.692670
2 -366.396917 717.789283
1 253.145309 155.796622
1 484.286430 -18.838253
2 435.901390 -395.420511
2 395.232924 -493.560203
1 198.238107 -653.822880
1 -828.295758 443.593603
0 -196.853421 607.340560
1 296.035740 -60.648516
1 -190.271590 44.149962
1 -472.482308 185.766654
2 683.314314 -508.697470
0 -335.523939 430.129386
0 269.055550 813.150818
